names,satisfaction_level,last_evaluation,number_project,average_monthly_hours,exp_in_company,work_accident,left,promotion_last_5years,role,salary
Tammy Herrera,0.61,0.82,3,209,2,0,0,0,sales,low
Martha Thomas,0.95,0.49,4,178,2,0,0,0,sales,low
Delores Wertheim,0.22,0.92,6,220,4,1,0,0,sales,low
Craig Hart,0.65,0.56,3,142,3,0,0,0,sales,low
Beth Bolt,0.95,0.67,3,153,2,0,0,0,sales,low
Dennis Hawkins,0.98,0.62,5,254,5,1,0,0,sales,low
Brian Larsen,0.88,0.72,3,193,4,0,0,0,sales,low
Philip Sanchez,0.94,0.69,3,248,3,0,0,0,sales,low
Betty Yamashiro,0.62,0.75,4,216,2,0,0,0,sales,low
Amy Redmond,0.81,0.96,3,226,3,0,0,0,sales,low
Louise Ogburn,0.56,0.51,4,140,2,0,0,0,sales,low
Roberta Loughmiller,0.52,0.86,6,103,4,0,0,0,sales,low
Roy Cozart,0.88,0.57,4,185,2,0,0,0,sales,low
David Parker,0.56,0.92,5,160,3,0,0,0,accounting,low
Andrew Lewis,0.36,0.63,3,130,5,0,0,0,accounting,low
Alexandra Baker,0.56,0.85,5,230,3,0,0,0,accounting,medium
Lowell Fitch,0.89,0.46,4,248,5,1,0,0,hr,medium
Joseph Scott,0.95,0.42,3,189,2,1,0,0,hr,medium
William Looney,0.48,0.52,3,280,2,0,0,0,hr,medium
David Mcdonell,0.75,0.75,4,266,3,0,0,0,hr,medium
Crystal Debruyn,0.65,0.54,4,260,3,0,0,0,technical,medium
Virginia Wake,0.4,0.86,2,264,5,0,0,0,technical,medium
Annie Crider,0.52,0.53,5,182,2,0,0,0,technical,medium
Nettie Alexander,0.52,0.68,4,233,2,0,0,0,technical,medium
Charles Aguilar,0.68,0.49,3,230,3,0,0,0,technical,medium
Linda Riley,0.72,0.61,5,170,3,0,0,0,technical,medium
Kay Ledet,0.78,0.72,4,258,3,0,0,0,technical,medium
Christian Ribron,0.54,0.9,3,164,3,0,0,0,technical,high
Leanna Schnee,0.18,0.46,4,249,4,0,0,0,technical,low
Misty Campbell,0.51,0.5,2,235,2,0,0,0,technical,medium
Larisa Muellerleile,0.63,0.86,6,206,6,0,0,0,technical,medium
Frankie Clark,0.83,0.86,4,139,3,0,0,0,support,medium
Janet Ford,0.91,0.82,3,145,3,1,0,0,support,medium
Kimberly Chouteau,0.79,0.66,4,139,4,0,0,0,support,low
Cheryl Flowers,0.52,0.95,3,171,3,1,0,0,support,low
Shawn Walter,0.83,0.94,3,160,3,0,0,0,support,low
Robert Castillo,0.92,0.74,3,137,2,0,0,0,support,low
Lynda Brown,0.14,0.72,4,254,4,0,0,0,support,low
Sandra Hamler,0.8,0.38,3,215,6,0,0,0,support,low
Jesse Presler,0.79,0.72,3,216,4,0,0,0,support,low
Albert Harris,0.86,0.6,3,229,2,1,0,0,support,low
Barbara Zavala,0.95,0.47,6,215,4,0,0,0,support,low
Maria Blake,0.77,0.9,4,163,3,0,0,0,technical,low
Dorothy Feltman,0.55,0.72,4,273,3,0,0,0,technical,low
Michael Grady,0.42,0.91,2,176,3,0,0,0,technical,low
Travis Haggerty,0.79,0.86,5,270,2,0,0,0,management,low
Anabel Mihelich,0.41,0.48,3,182,2,0,0,0,IT,low
Mary Jackson,0.66,0.72,4,223,4,0,0,0,IT,low
Vernon Scheffel,1,0.65,4,237,3,0,0,0,IT,low
Carol Patrick,0.87,0.74,5,248,2,0,0,0,IT,low
Rose Marvin,0.51,0.99,3,233,4,0,0,0,IT,low
Alice Dombrowski,0.63,0.79,2,206,5,0,0,0,product_mng,low
Sharon Ross,0.86,0.86,4,227,2,0,0,0,product_mng,low
William Pentek,0.4,0.98,4,154,3,0,0,0,product_mng,low
Diane Oakes,0.79,0.97,6,113,2,1,0,0,product_mng,medium
Terrence Fontanella,0.7,0.9,4,254,3,0,0,0,IT,medium
Nicole Douglas,0.49,0.91,5,231,3,0,0,0,RandD,medium
Myron White,0.76,0.62,4,190,3,0,0,0,RandD,medium
James Mccoy,0.89,0.52,3,190,3,0,0,0,RandD,medium
Jacqueline Anderson,0.83,0.86,3,179,2,0,0,0,RandD,medium
Michael Cash,0.19,0.69,4,269,6,0,0,0,RandD,medium
Trang Martin,0.68,0.67,3,228,2,0,0,0,RandD,medium
Barbara Ma,0.62,0.68,4,251,4,0,0,0,marketing,medium
James Copeland,0.87,0.49,2,251,3,0,0,0,sales,medium
Sara Simpson,0.66,0.75,4,200,4,0,0,0,accounting,medium
Wayne Galayda,0.37,0.41,2,146,2,0,0,0,support,medium
Jessica Roy,0.57,0.49,3,159,4,1,0,0,technical,high
Carolyn Dorst,0.66,0.81,5,135,2,0,0,0,management,low
Polly Dominguez,0.63,0.88,5,260,3,0,0,0,marketing,medium
Amanda Harris,0.65,0.96,5,226,2,1,0,0,marketing,medium
Percy Buehler,0.33,0.85,2,127,3,0,0,0,marketing,medium
Shirley Lecompte,0.66,0.57,6,278,3,0,0,0,sales,medium
Jeffrey Stout,0.87,0.95,3,242,5,0,0,0,sales,low
James Valencia,0.85,0.85,3,182,3,0,0,0,sales,low
Kenneth Michaels,0.49,0.51,2,182,3,0,0,0,sales,low
Bob Peyser,0.87,0.8,4,197,3,0,0,0,sales,low
George Atkinson,0.17,0.49,4,286,5,1,0,0,sales,low
Jeffrey Starks,0.55,0.46,4,226,5,0,0,0,sales,low
Patricia Palmer,0.91,0.71,5,156,3,0,0,0,sales,low
Shelly Neufeld,0.96,0.62,5,185,3,0,0,0,sales,low
Andrew Lowery,0.53,0.5,3,231,3,0,0,0,sales,low
Patti Simmons,0.25,0.59,4,166,5,0,0,0,sales,low
Georgia Gokey,0.98,0.57,3,229,3,0,0,0,sales,low
Larry Florence,0.83,0.36,4,242,3,0,0,0,sales,low
Albert Jackson,0.71,0.83,5,206,3,0,0,0,sales,low
Nancy Stotesbury,0.74,0.77,4,206,3,0,0,0,sales,low
Robert Woltz,0.56,0.7,4,135,2,0,0,0,sales,low
Robert Torrence,0.23,0.9,5,234,3,1,0,0,sales,low
Donna Willard,0.35,0.64,4,147,2,0,0,0,sales,low
Jennifer Fox,0.48,0.98,4,174,3,0,0,0,sales,low
Gary Sansone,0.83,0.74,3,259,3,1,0,0,accounting,low
Amber Barnes,0.73,0.87,3,227,4,0,0,0,accounting,low
Nancy Dieguez,0.85,0.97,4,104,5,0,0,0,accounting,low
Clifford Mclaughlin,0.8,0.95,3,247,3,0,0,0,hr,medium
Lisa Keeney,0.98,0.74,4,139,3,0,0,0,hr,medium
Jessie Mccloud,0.96,0.85,3,186,2,0,0,0,hr,medium
Tammara Desler,0.67,0.75,3,194,3,0,0,0,hr,medium
Shirley Hinkle,0.58,0.91,3,124,2,0,0,0,technical,medium
Amanda Hoffman,0.83,0.86,3,273,3,0,0,0,technical,medium
Marlene Wilson,0.9,0.57,4,186,4,0,0,0,technical,medium
Roosevelt Woods,0.89,0.66,4,252,3,0,0,0,technical,medium
Michell Mccoin,0.99,0.92,3,154,3,0,0,0,technical,medium
Heather Sellman,0.89,0.5,4,238,3,0,0,0,technical,medium
Erik Hay,0.79,0.5,4,151,3,1,0,0,technical,medium
Jessie Lawrence,0.64,0.41,3,231,6,0,0,0,technical,medium
Eugene Tallent,0.22,0.57,5,174,6,0,0,0,technical,high
Mary Straugh,0.94,0.6,5,278,2,0,0,0,technical,low
Catherine Messer,0.56,0.97,3,270,3,1,0,0,technical,medium
Ernest Brown,0.85,0.8,4,158,3,0,0,0,support,medium
Julie Wardell,0.8,0.62,3,191,3,0,0,0,support,medium
Ashlee Daniels,0.86,0.53,3,163,3,0,0,0,support,medium
Maurice Ellenburg,0.96,1,5,152,4,0,0,0,support,low
Leslie Battle,0.51,0.61,4,251,2,1,0,0,support,low
Janet Huntley,0.73,0.95,3,149,2,0,0,0,support,low
Michael Irvin,0.31,0.75,4,220,3,0,0,0,support,low
Mary Thomas,0.62,0.51,4,175,3,0,0,0,support,low
Kelly Bartolomeo,0.55,0.91,3,179,3,1,0,0,support,low
Dan Mcfaddin,0.51,0.8,4,257,2,0,0,0,support,low
Annie Gene,0.54,0.54,3,196,3,0,0,0,support,low
Fannie Weyant,0.65,0.95,3,190,3,0,0,0,technical,low
Odell Ramirez,0.65,0.75,4,270,2,0,0,0,technical,low
Sean Carpenter,0.9,0.64,5,226,2,0,0,0,technical,low
James Borich,0.55,0.71,3,211,2,0,0,0,management,low
Neil Morris,0.59,0.89,3,192,2,0,0,0,IT,low
Cara Youree,0.34,0.67,5,96,2,1,0,0,IT,low
Lee Alvey,0.31,0.92,5,197,5,0,0,0,IT,low
Martha Sandberg,0.83,0.71,3,243,2,1,0,0,IT,low
Clara Oliver,0.8,0.73,3,168,2,0,0,0,IT,low
James Thomas,0.66,0.85,5,271,4,0,0,0,product_mng,low
Neil Tone,0.98,0.39,5,158,4,1,0,0,product_mng,medium
Joel Bell,0.89,0.52,4,243,5,0,0,0,product_mng,medium
Joseph Chapin,0.64,0.94,3,148,2,0,0,0,product_mng,medium
Miguel Martinez,0.95,0.68,3,165,3,0,0,0,IT,medium
Ethel Martinez,0.96,0.85,5,171,2,0,0,0,RandD,medium
Vickie Taylor,0.96,0.82,5,164,2,0,0,0,RandD,medium
Thomas Mcmahon,0.63,0.81,4,265,2,0,0,0,RandD,medium
Irma Bouldin,0.83,0.71,4,196,2,0,0,0,RandD,medium
Clayton Johnson,0.61,0.72,4,182,2,1,0,0,RandD,medium
Paul Fuchs,0.89,0.66,3,272,3,0,0,0,RandD,medium
Annette Limbo,0.67,0.63,3,241,3,0,0,0,marketing,medium
Heather Samuels,0.61,1,5,139,2,0,0,0,sales,medium
Diane Kelsey,0.58,0.77,3,180,2,0,0,0,accounting,high
Kyle Foster,0.56,0.76,4,206,2,1,0,0,support,low
Santa Belk,0.13,0.49,6,227,4,0,0,0,technical,medium
Michael Hargrove,0.39,1,5,204,5,1,0,0,management,medium
Howard Mcclanahan,0.94,0.48,4,218,3,0,0,0,marketing,medium
Marian Smith,0.63,0.61,3,205,2,0,0,0,marketing,medium
Tawana Leatherman,0.75,0.63,4,261,3,1,0,0,marketing,low
Latonya Armstrong,0.7,0.83,3,159,3,0,0,0,sales,low
Gerald Shimer,0.28,0.83,4,162,3,0,0,0,sales,low
Timothy Rasmussen,0.77,0.42,4,98,2,0,0,0,sales,low
Clarence Deroche,0.79,0.64,4,263,2,0,0,0,sales,low
Willie Tamayo,0.51,0.46,3,176,3,0,0,0,sales,low
Robert Mikowski,0.96,0.99,4,233,3,0,0,0,sales,low
Pamela Kraft,0.72,0.99,4,156,2,1,0,0,sales,low
Domingo Bishop,0.97,1,3,198,2,0,0,0,sales,low
Erwin Kolb,0.55,0.9,4,191,3,0,0,0,sales,low
Sylvester Brown,0.32,0.45,2,188,3,0,0,0,sales,low
James Mcdaniel,0.78,0.65,3,157,2,0,0,0,sales,low
Morgan Owings,0.17,0.57,5,286,3,0,0,0,sales,low
Lionel Briley,0.88,0.5,4,216,2,0,0,0,sales,low
Jake Gibson,0.97,0.5,3,188,3,1,0,0,sales,low
Ruth Williams,0.74,0.86,5,153,2,0,0,0,sales,low
John England,0.26,0.45,5,187,2,0,0,0,sales,low
Cheryl Guerrera,0.87,0.92,4,141,3,0,0,0,sales,low
Beverly Reynolds,0.29,0.47,5,139,4,0,0,0,sales,low
Hector Lawrence,0.91,0.95,3,189,2,0,0,0,sales,low
Darren Mieloszyk,0.71,0.77,3,193,3,1,0,0,accounting,low
Refugio Brady,0.6,0.63,3,182,3,0,0,0,accounting,medium
Frankie Morton,0.5,0.61,4,135,3,0,0,0,accounting,medium
Deloris Sumner,0.49,0.85,4,238,2,0,0,0,hr,medium
Frank Mero,0.53,0.92,3,199,2,0,0,0,hr,medium
Ralph Paddock,0.42,0.38,2,115,3,0,0,0,hr,medium
Virginia Soto,0.53,0.82,3,133,3,0,0,0,hr,medium
Alexander Garcia,0.34,0.62,4,158,2,0,0,0,technical,medium
Joshua Lang,0.68,0.51,5,158,3,0,0,0,technical,medium
Erica Lett,0.56,0.77,5,238,4,0,0,0,technical,medium
Mary Wentzel,0.72,0.71,3,242,2,0,0,0,technical,medium
Barbara Brock,0.76,0.55,4,250,3,0,0,0,technical,medium
Paula Angert,0.87,0.57,4,175,2,0,0,0,technical,medium
Anna Peck,0.97,0.63,3,270,4,1,0,0,technical,high
Carmel Jefferson,0.8,0.62,3,171,3,0,0,0,technical,low
Evelina Wheeler,0.67,0.81,5,175,6,1,0,0,technical,medium
Ronda Neiman,0.6,0.97,5,145,2,0,0,0,technical,medium
Lillian Tomasino,0.88,0.5,3,170,3,0,0,0,technical,medium
Georgia Wenner,0.64,0.74,3,267,2,0,0,0,support,medium
Levi Castillo,0.85,0.7,3,188,2,0,0,0,support,low
Ben Son,0.9,0.48,3,213,3,0,0,0,support,low
Ann Robles,0.76,0.84,5,249,3,0,0,0,support,low
Anne Cabrera,0.55,0.66,3,134,3,0,0,0,support,low
Richard Shepard,0.76,0.77,5,234,3,0,0,0,support,low
Catherine Dement,0.87,0.72,3,201,3,0,0,0,support,low
Jessica Dolfi,0.8,0.82,3,178,3,0,0,0,support,low
Manuel Cobb,0.54,0.68,4,183,2,0,0,0,support,low
Tina Simpson,0.84,0.91,4,207,3,0,0,0,support,low
Gladys Conley,0.85,0.64,4,147,3,0,0,0,support,low
Michael Simmons,0.95,0.49,3,188,3,0,0,0,technical,low
Tina Quinn,0.48,0.56,3,229,3,0,0,0,technical,low
Fidel Provost,0.53,0.77,2,271,2,0,0,0,technical,low
Joseph Baran,0.8,0.82,4,175,2,0,0,0,management,low
Jeffrey Sierra,0.4,0.46,2,109,3,0,0,0,IT,low
Jason Fox,0.76,0.69,4,253,3,0,0,0,IT,low
Keith Cooper,0.99,0.64,3,174,4,0,0,0,IT,low
Diane Theil,0.49,0.64,3,142,4,0,0,0,IT,low
David Li,0.94,0.71,3,175,3,0,0,0,IT,low
Steven Sneed,0.54,0.73,4,266,3,0,0,0,product_mng,low
Troy Dahlgren,0.13,0.93,4,253,5,1,0,0,product_mng,low
Charles Snavely,0.91,0.84,3,237,2,0,0,0,product_mng,medium
Tommy Brumaghim,0.73,0.56,3,215,3,0,0,0,product_mng,medium
Amelia Pate,0.65,0.97,3,171,3,0,0,0,IT,medium
Myrna Mazza,0.23,0.51,6,194,4,1,0,0,RandD,medium
Jaclyn Lamar,0.23,0.88,5,238,6,0,0,0,RandD,medium
Martin Jones,0.89,0.51,3,249,3,0,0,0,RandD,medium
Diane Weiss,0.81,0.8,3,183,2,1,0,0,RandD,medium
Douglas Buster,0.51,0.74,3,271,4,0,0,0,RandD,medium
Frederic Brown,0.35,0.81,6,256,3,0,0,0,RandD,medium
Brenda Love,0.49,0.66,3,169,3,0,0,0,marketing,medium
Linda Ojala,0.51,0.8,3,254,2,0,0,0,sales,medium
Deborah Lear,0.66,0.86,4,112,6,0,0,0,accounting,medium
Rachel Allen,0.74,0.96,5,222,2,0,0,0,support,high
John Smith,0.57,0.96,4,177,2,0,0,0,technical,low
Eva Sabol,0.8,0.74,5,181,4,1,0,0,management,medium
Margaret Robb,0.79,0.84,4,144,2,1,0,0,marketing,medium
Joseph Drath,0.74,0.94,4,255,4,0,0,0,marketing,medium
Mary Duncan,0.74,0.8,3,219,2,0,0,0,marketing,medium
Joanne Deleon,0.4,1,6,206,2,0,0,0,sales,low
Gloria Slipper,0.14,0.71,2,155,3,0,0,0,sales,low
Brunilda Tinsley,0.83,0.87,5,248,3,0,0,0,sales,low
Krystal Metcalf,0.76,0.52,4,259,2,0,0,0,sales,low
Victor Gregory,0.8,0.8,3,271,4,0,0,0,sales,low
Gene Davis,0.95,0.38,2,103,3,0,0,0,sales,low
Marjorie Boles,0.88,0.76,4,159,4,1,0,0,sales,low
Thomas Ledbetter,0.92,0.85,4,184,3,0,0,0,sales,low
Thomas Keen,0.16,0.88,4,201,6,0,0,0,sales,medium
James Paddock,0.7,0.63,3,157,4,0,0,0,sales,medium
Diane Sanders,0.71,0.93,3,287,5,0,0,0,sales,medium
Diane Wilbanks,0.52,0.82,2,242,3,0,0,0,sales,medium
Corey Gabrelcik,0.49,0.58,5,246,3,1,0,0,sales,medium
William Casey,0.5,0.57,3,219,3,0,0,0,sales,medium
Brandon Reese,0.86,0.94,3,212,3,0,0,0,sales,medium
Rebecca Crissman,0.49,0.99,5,262,2,1,0,0,sales,medium
Tina Gay,0.69,0.91,4,128,3,1,0,0,sales,medium
Patti Lewis,0.96,1,3,231,6,0,0,0,sales,medium
Ronnie Marrero,0.87,0.54,3,260,2,0,0,0,sales,medium
Dwight Smith,0.36,0.4,3,160,3,0,0,0,accounting,medium
James Mundt,0.86,1,3,166,3,1,0,0,accounting,medium
Barbara Lenart,0.79,0.74,4,222,2,0,0,0,accounting,medium
Wilma King,1,0.52,4,171,4,0,0,0,hr,medium
Alfred Dean,0.88,0.88,3,220,4,0,0,0,hr,medium
April Reiter,0.49,0.65,4,176,3,1,0,0,hr,medium
Manuel Sanders,0.52,0.62,3,160,2,0,0,0,hr,medium
Roy Hanley,0.76,0.78,3,162,3,0,0,0,technical,medium
Ray Mcnulty,0.69,0.91,3,167,2,0,0,0,technical,medium
Mayra Martin,0.69,0.81,5,217,2,0,0,0,technical,medium
Lillian Knight,0.75,0.58,3,159,3,0,0,0,technical,medium
Sergio Pickett,0.47,0.47,4,191,3,0,0,0,technical,medium
Gregory Rosales,0.88,1,3,125,3,0,0,0,technical,medium
Jonnie Williams,0.49,0.43,5,210,4,1,0,0,technical,medium
Kim Mittendorf,0.92,0.67,4,241,3,0,0,0,technical,high
Pamela Souvannavong,0.24,0.48,4,145,3,1,0,0,technical,high
Magda Dykstra,0.69,1,5,237,3,0,0,0,technical,high
Brian Mcbee,0.81,0.57,4,213,4,0,0,0,technical,high
Gregory Sullivan,0.61,0.48,4,257,2,0,0,0,support,high
Kenneth Cordova,0.75,0.86,6,114,4,0,0,0,support,high
Lee Chandler,0.69,0.86,4,214,2,0,0,0,support,high
Maurice Roy,0.53,0.49,3,191,3,0,0,0,support,high
Don Kim,0.93,0.96,4,223,3,1,0,0,support,high
Karen Vandekieft,0.15,0.67,5,249,5,0,0,0,support,high
Samual Munoz,0.48,0.41,5,286,3,0,0,0,support,high
Ralph Conner,0.67,0.73,4,251,3,0,0,0,support,high
Michael Ong,0.36,0.93,3,162,5,0,0,0,support,low
Cheryl Gentry,0.35,0.54,3,138,4,0,0,0,support,low
Douglas Delp,0.65,0.62,4,235,3,0,0,0,support,low
Ricky Dunn,0.8,0.5,4,125,3,0,0,0,technical,low
Anthony Velasco,0.97,0.96,5,210,6,1,0,0,technical,low
Gwendolyn Espinosa,0.67,0.64,4,136,3,0,0,0,technical,low
Carl Bilbrey,0.58,0.78,3,223,3,0,0,0,management,low
Denise Cullen,0.61,0.67,3,188,5,0,0,0,IT,low
Allison Waldon,0.97,0.66,4,214,2,1,0,0,IT,low
Richard Kimball,0.87,0.97,4,160,3,0,0,0,IT,low
Genaro Porterfield,0.8,0.71,4,200,2,0,0,0,IT,low
William Westfall,0.91,0.55,3,223,3,0,0,0,IT,low
Betty Toure,0.63,0.73,3,272,2,0,0,0,product_mng,low
Eugene Skiver,0.79,0.96,4,170,2,0,0,0,product_mng,low
Henry Ruhland,0.89,0.57,2,235,3,1,0,0,product_mng,low
Christina Ingerson,1,0.87,3,274,3,0,0,0,product_mng,medium
Justin Rockwell,0.6,0.73,5,203,2,0,0,0,IT,medium
Harold Morman,0.7,0.8,4,236,2,0,0,0,RandD,medium
Christopher Marie,0.79,0.81,4,203,3,0,0,0,RandD,medium
Brandon Callaway,0.88,0.72,4,249,3,1,0,0,RandD,medium
Richard Forester,0.87,0.48,4,133,2,0,0,0,RandD,medium
Carol Shelstad,0.52,0.58,3,203,2,0,0,0,RandD,medium
Henry Guzman,0.59,0.75,3,168,3,0,0,0,RandD,medium
Gustavo Cohen,0.64,0.75,4,172,4,0,0,0,marketing,medium
Kendall Deal,0.81,0.83,3,177,2,0,0,0,sales,medium
Nicole Bosley,0.87,0.57,3,149,2,0,0,0,accounting,medium
Kimberly Eaton,0.74,0.61,3,231,2,0,0,0,support,medium
Josephine Dechant,0.73,0.89,3,226,3,1,0,0,technical,high
Agatha Tibbets,0.97,0.58,4,187,4,1,0,0,management,high
Nick Blake,0.54,0.81,3,145,2,0,0,0,marketing,high
Rosanna Tang,0.59,0.55,4,138,2,0,0,0,marketing,high
Catherine Fischer,0.99,0.95,3,153,4,0,0,0,marketing,high
Edwin Frazier,0.79,0.75,4,168,3,0,0,0,sales,high
Thersa Rawe,0.96,0.37,3,111,2,0,0,0,sales,high
Tonya Bailey,0.54,0.67,3,154,2,0,0,0,sales,high
Angela Schultz,0.79,0.84,4,171,3,0,0,0,sales,low
Lisa Vallarta,0.64,0.79,3,253,2,0,0,0,sales,low
Ralph Kennett,0.65,0.53,4,160,3,0,0,0,sales,low
Andrew Sechrest,0.87,0.86,3,196,4,0,0,0,sales,low
Marcus Malamud,0.7,0.59,4,178,3,0,0,0,sales,low
Leonard French,0.89,0.81,3,268,3,0,0,0,sales,low
Philip Steelman,0.61,0.58,6,146,3,0,0,0,sales,low
Benjamin Bolin,0.9,0.49,4,185,2,0,0,0,sales,low
Mary Hill,0.49,0.54,4,247,3,1,0,0,sales,medium
Delma Goodson,0.85,0.97,4,210,2,0,0,0,sales,medium
Martin Crisp,0.54,0.58,3,234,3,0,0,0,sales,medium
Ricky Baker,0.64,0.57,4,271,2,0,0,0,sales,medium
Joshua Medeiros,0.81,0.77,5,102,5,0,0,0,sales,medium
Kim Gardner,0.49,0.66,3,163,3,0,0,0,sales,medium
Allen Wilmot,0.58,0.57,3,144,4,1,0,0,sales,medium
Joseph Powell,0.62,0.49,3,172,3,0,0,0,sales,medium
Katherine Vasquez,0.8,0.84,3,203,3,1,0,0,accounting,medium
Patricia Scherzer,0.64,0.64,3,192,3,1,0,0,accounting,medium
Joseph Belgarde,0.81,0.86,5,159,2,0,0,0,accounting,medium
Ronald Rouse,0.8,0.74,3,159,2,0,0,0,hr,medium
Robert Elmendorf,0.92,0.81,4,206,2,0,0,0,hr,medium
Joe Knight,0.66,0.98,4,225,2,1,0,0,hr,medium
Leslie Villa,0.79,0.89,3,252,2,0,0,0,hr,medium
Sean Stanfield,0.74,0.54,6,113,3,0,0,0,technical,medium
Theresa Peacock,0.79,0.74,3,238,2,0,0,0,technical,medium
Salvador Carr,0.87,0.94,3,217,3,0,0,0,technical,medium
Mark Atwell,0.49,0.57,4,145,2,0,0,0,technical,medium
Crystal Krivanek,0.3,0.44,5,128,4,1,0,0,technical,medium
Shelley Mccarty,0.85,0.89,4,177,3,0,0,0,technical,medium
Linda Williams,0.61,0.97,4,256,4,0,0,0,technical,medium
Cora Bunch,0.68,0.55,3,182,3,1,0,0,technical,medium
Louise Goodwin,0.67,0.67,4,226,2,0,0,0,technical,high
Charles Dorsey,0.63,0.73,5,168,3,0,0,0,technical,low
Jon Hulstine,0.63,0.94,4,145,3,0,0,0,technical,medium
Margie Ellingson,0.5,0.88,4,172,4,0,0,0,support,medium
Ramiro Eaton,0.7,0.55,4,233,2,0,0,0,support,medium
Sharon Drummond,0.18,0.46,5,202,4,0,0,0,support,medium
Debbie Bradshaw,0.77,0.55,5,255,2,0,0,0,support,medium
Annette Beal,0.78,0.61,3,257,3,0,0,0,support,medium
Virginia King,0.54,0.77,3,185,3,0,0,0,support,medium
Dennis White,0.9,0.69,3,231,4,0,0,0,support,medium
Vanessa Woods,0.56,0.76,3,207,2,0,0,0,support,medium
Michael Garcia,0.63,0.81,3,215,3,0,0,0,support,medium
Ruth Walker,0.68,0.75,5,243,3,1,0,0,support,low
Frederick Capone,0.96,0.54,3,198,3,0,0,0,support,low
Michelle Baird,0.85,0.87,6,232,6,0,0,0,technical,low
Paulita Coleman,0.82,0.66,4,150,3,0,0,0,technical,low
Sandra Thompson,0.44,0.39,2,188,3,0,0,0,technical,low
Alisa Thomas,0.86,0.97,4,155,3,0,0,0,management,low
Harriet Tomlin,0.56,0.68,3,109,3,0,0,0,IT,low
Elsie Mcguire,0.69,0.94,3,170,3,0,0,0,IT,high
Martha Martin,0.91,0.85,5,214,2,0,0,0,IT,low
Thomas Sculley,0.99,0.94,3,244,3,0,0,0,IT,high
Gene Coon,0.76,0.84,5,137,4,0,0,0,IT,high
Christine Smith,0.63,0.67,5,250,2,0,0,0,product_mng,low
Ellen Shephard,0.21,0.62,4,247,3,1,0,0,product_mng,low
Walter Bransom,0.63,0.43,2,222,4,0,0,0,product_mng,high
Victor Stockstill,0.58,0.51,2,100,2,0,0,0,product_mng,low
Betty Sharp,0.52,0.84,4,212,3,0,0,0,IT,medium
Debra Howell,0.89,0.64,3,184,5,0,0,0,RandD,high
Teri Lee,0.81,0.81,4,177,3,0,0,0,RandD,medium
Joseph Crane,0.62,0.73,3,138,3,0,0,0,RandD,medium
Guy Rodriguez,0.83,0.5,4,167,3,1,0,0,RandD,medium
Romeo Peirce,0.85,0.99,3,201,3,0,0,0,RandD,medium
Timothy Bruce,0.52,0.61,5,162,3,0,0,0,marketing,high
Janice Miller,0.57,0.97,5,126,5,0,0,0,sales,medium
Helen Borich,0.93,1,4,145,3,0,0,0,accounting,medium
Timothy Vanmeter,0.78,0.89,3,211,3,0,0,0,support,medium
Ruth Sandoval,0.65,0.59,3,167,2,0,0,0,technical,high
Linda Rivera,0.42,0.74,5,256,6,0,0,0,management,medium
Jonathan Dilorenzo,0.22,0.61,6,237,5,0,0,0,marketing,high
David Springs,0.71,0.96,5,135,4,1,0,0,marketing,low
Alex Mata,0.44,0.68,5,209,4,0,0,0,marketing,medium
John Sanchez,0.6,0.52,4,190,3,0,0,0,sales,medium
Christiane Hagen,0.68,0.61,3,134,4,0,0,0,sales,medium
Laura Cason,0.53,0.41,2,148,2,1,0,0,sales,medium
Douglas Rosen,0.8,0.82,4,202,3,0,0,0,sales,low
Mable Burgess,0.97,0.82,4,176,2,0,0,0,sales,low
Mary Krueger,0.47,0.47,2,221,6,0,0,0,sales,low
Virginia Sigmon,0.96,0.93,3,156,3,0,0,0,sales,low
Christina Stevens,0.81,0.45,6,98,3,0,0,0,sales,low
Janina Pierce,0.86,0.65,4,134,4,0,0,0,sales,low
Darlene Cole,0.59,0.82,4,203,4,1,0,0,sales,low
Peter Jean,0.53,0.97,3,189,3,0,0,0,sales,low
Judie Robledo,0.57,0.86,3,258,2,0,0,0,sales,low
Shila Wacker,0.7,0.48,4,237,3,0,0,0,sales,low
Edward Thoma,0.58,0.59,4,224,3,0,0,0,sales,high
Michael Cubias,0.43,0.86,5,125,3,1,0,0,sales,low
Billy Lee,0.92,0.82,4,207,4,0,0,0,sales,low
Beverly Miller,0.24,0.7,5,194,3,0,0,0,sales,low
Abraham Corbett,0.67,0.52,3,273,3,0,0,0,sales,low
Beverly Calhoon,0.68,0.84,3,209,3,0,0,0,sales,high
Patricia Washington,0.54,0.75,3,181,3,0,0,0,accounting,low
Mildred Hensley,0.73,0.63,3,172,4,1,0,0,accounting,low
Kathryn Butler,0.59,0.41,4,139,3,0,0,0,accounting,low
Candice Grap,0.22,0.64,6,260,4,0,0,0,hr,high
Sarah Maisano,0.49,0.83,3,168,4,1,0,0,hr,low
Leslie Pierre,0.91,1,6,242,3,1,0,0,hr,medium
Shay Tyler,0.18,0.97,4,206,3,0,0,0,hr,high
David Robertson,0.71,0.41,5,107,4,0,0,0,technical,medium
Judith Clark,0.56,0.66,5,216,2,0,0,0,technical,high
Vaughn Russell,0.84,0.62,4,152,3,0,0,0,technical,medium
Wilma Coria,0.59,0.49,5,122,5,0,0,0,technical,medium
James Wells,0.88,0.62,4,138,3,0,0,0,technical,medium
Anne Berg,0.8,0.52,3,182,2,0,0,0,technical,medium
